"Displacements:0","Displacements:1","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.048394,0.01186,0.029409,-1.0649e-05,0.0088195,-6.1242e-06,0,0,0.053533,-0.022958,0,-3.1846e-05,0,0,0,0.029409,-1.065e-05,0.0088195,-0.011923,0.012739,0.026148,5.7764e-07,0.97,0,0
0.048929,0.011863,0.029416,-1.0595e-05,0.0088217,-4.0822e-06,0,0,0.053546,-0.022964,0,-2.1227e-05,0,0,0,0.029416,-1.0596e-05,0.0088217,-0.0079456,0.012742,0.026154,5.7806e-07,0.98,0,0
0.049464,0.011865,0.029421,-1.0563e-05,0.008823,5.9104e-07,0,0,0.053554,-0.022967,0,3.0734e-06,0,0,0,0.029421,-1.0564e-05,0.008823,0.0011516,0.012744,0.026158,5.7832e-07,0.99,0,0
0.049732,0.011865,0.029422,-1.0552e-05,0.0088234,4.2435e-06,0,0,0.053556,-0.022968,0,2.2066e-05,0,0,0,0.029422,-1.0554e-05,0.0088234,0.0082612,0.012745,0.026159,5.784e-07,1,0,0
0.00034992,0.0003827,0.043511,0.012623,0.01684,0.011808,0,0,0.069344,-0.010964,0,0.061404,0,0,0,0.047915,0.0082197,0.01684,19.058,0.024325,0.036228,2.2901e-06,0,0.01,0
0.00069344,0.00074485,0.040875,0.0083245,0.01476,0.0095343,0,0,0.067899,-0.016732,0,0.049579,0,0,0,0.04392,0.0052789,0.01476,15.402,0.02132,0.034932,1.8524e-06,0.01,0.01,0
0.001358,0.0014237,0.036448,0.0031357,0.011875,0.0059641,0,0,0.063889,-0.022722,0,0.031013,0,0,0,0.037688,0.0018954,0.011875,9.8835,0.017153,0.031995,1.1961e-06,0.02,0.01,0
0.0019712,0.0020124,0.033026,0.0017176,0.010423,0.0039044,0,0,0.058767,-0.022634,0,0.020303,0,0,0,0.03362,0.0011236,0.010423,6.9123,0.015055,0.028989,8.466e-07,0.03,0.01,0
0.0025333,0.0025204,0.030216,0.00095157,0.0093502,0.0026729,0,0,0.05425,-0.021836,0,0.013899,0,0,0,0.030519,0.00064844,0.0093502,5.0783,0.013506,0.02661,6.3881e-07,0.04,0.01,0
0.0030562,0.0029632,0.028174,0.0005842,0.0086274,0.0018985,0,0,0.05082,-0.020912,0,0.0098723,0,0,0,0.028338,0.00041984,0.0086274,3.837,0.012462,0.024853,5.1373e-07,0.05,0.01,0
0.0035497,0.0033521,0.026677,0.00038114,0.0081175,0.0013764,0,0,0.048255,-0.020114,0,0.0071573,0,0,0,0.026769,0.00028941,0.0081175,2.9255,0.011725,0.023562,4.3408e-07,0.06,0.01,0
0.0040213,0.0036946,0.025579,0.0002623,0.0077525,0.0010003,0,0,0.04635,-0.019475,0,0.0052018,0,0,0,0.025631,0.0002112,0.0077525,2.2126,0.011198,0.022613,3.8152e-07,0.07,0.01,0
0.0044767,0.0039964,0.02478,0.00018777,0.0074904,0.00071543,0,0,0.044953,-0.018987,0,0.0037202,0,0,0,0.024808,0.00016025,0.0074904,1.6315,0.010819,0.021922,3.4618e-07,0.08,0.01,0
